## FlyBase Gene Groups report
## Generated: Mon Mar 27 06:43:04 2023
## Using chado datasource: dbi:Pg:dbname=fb_2023_02_reporting;host=flysql25;port=5432

## Where groups are arranged into hierarchies, note that:
## i) the member genes are only associated with the terminal subgroups
## ii) the immediate parent of any subgroup is identified in the 'Parent_FB_group_id' and 'Parent_FB_group_symbol' columns

## FB_group_id	FB_group_symbol	FB_group_name	Parent_FB_group_id	Parent_FB_group_symbol	Group_member_FB_gene_id	Group_member_FB_gene_symbol
FBgg0000986	OXRAOO	ALDEHYDE OR OXO OXIDOREDUCTASES, WITH OXYGEN AS ACCEPTOR	FBgg0000987	OXRAO	FBgn0038349	AOX3
FBgg0000986	OXRAOO	ALDEHYDE OR OXO OXIDOREDUCTASES, WITH OXYGEN AS ACCEPTOR	FBgg0000987	OXRAO	FBgn0038350	AOX4
FBgg0000986	OXRAOO	ALDEHYDE OR OXO OXIDOREDUCTASES, WITH OXYGEN AS ACCEPTOR	FBgg0000987	OXRAO	FBgn0038348	AOX2
FBgg0000986	OXRAOO	ALDEHYDE OR OXO OXIDOREDUCTASES, WITH OXYGEN AS ACCEPTOR	FBgg0000987	OXRAO	FBgn0267408	AOX1
FBgg0000178	AMR	AMINE RECEPTORS	FBgg0000041	GPCR-A		
FBgg0000344	RABGEF-VSP9	RAB GUANINE NUCLEOTIDE EXCHANGE FACTORS - VPS9 DOMAIN	FBgg0000340	RABGEF	FBgn0037116	Als2
FBgg0000344	RABGEF-VSP9	RAB GUANINE NUCLEOTIDE EXCHANGE FACTORS - VPS9 DOMAIN	FBgg0000340	RABGEF	FBgn0085443	spri
FBgg0000344	RABGEF-VSP9	RAB GUANINE NUCLEOTIDE EXCHANGE FACTORS - VPS9 DOMAIN	FBgg0000340	RABGEF	FBgn0030286	Gapvd1
FBgg0000344	RABGEF-VSP9	RAB GUANINE NUCLEOTIDE EXCHANGE FACTORS - VPS9 DOMAIN	FBgg0000340	RABGEF	FBgn0262937	Rabex-5
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0263132	Cht6
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0050293	Cht12
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0038180	Cht5
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0029913	Cht11
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0022702	Cht2
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0034580	Cht8
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0250907	Cht10
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0022700	Cht4
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0034582	Cht9
FBgg0000511	CHT	CHITINASES	FBgg0001353	O-GH	FBgn0035398	Cht7
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0263132	Cht6
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0050293	Cht12
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0038180	Cht5
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0029913	Cht11
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0022702	Cht2
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0034580	Cht8
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0250907	Cht10
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0022700	Cht4
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0034582	Cht9
FBgg0000511	CHT	CHITINASES	FBgg0000496	GH18	FBgn0035398	Cht7
FBgg0000216	ATG-CPX	AUTOPHAGY-RELATED COMPLEXES				
FBgg0000769	CBF	CORE BINDING FACTOR				
FBgg0000849	GMANI	GOLGI CLASS I ALPHA-MANNOSIDASES	FBgg0000834	GH47	FBgn0259170	alpha-Man-Ia
FBgg0000849	GMANI	GOLGI CLASS I ALPHA-MANNOSIDASES	FBgg0000834	GH47	FBgn0051202	alpha-Man-Ic
FBgg0001454	PSM19S	PROTEASOME REGULATORY PARTICLE SUBUNITS	FBgg0000208	PSM		
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0054033	CG34033
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0031373	CG15358
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0029814	CG15765
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0034317	CG14499
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040096	lectin-33A
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0031910	CG15818
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040502	CG8343
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0264341	CG43797
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040503	CG7763
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0259230	lectin-22C
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040099	lectin-28C
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040106	lectin-21Cb
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040098	lectin-29Ca
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0283508	nw
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0031273	CG2839
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0030050	CG12111
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0035199	tfc
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0287234	slf
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040104	lectin-24A
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0001083	fw
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0030617	CG9095
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040102	lectin-24Db
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0037240	Cont
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0034318	CG14500
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0016675	Lectin-galC1
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040107	lectin-21Ca
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0015583	Acp29AB
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0035031	CG13587
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0262357	CG43055
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0033067	CG11211
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0031918	CG6055
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0053533	lectin-37Db
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0053532	lectin-37Da
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0032770	CG13086
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040093	lectin-46Ca
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040092	lectin-46Cb
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0038315	CG14866
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0040097	lectin-30A
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0261258	rgn
FBgg0001177	CLECT	C-TYPE LECTIN-LIKE			FBgn0038017	CG4115
FBgg0001440	TASP	TASPASES	FBgg0001402	TPEPT	FBgn0263602	Tasp1
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0015391	glu
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0266282	SMC6
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0015615	SMC3
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0027783	SMC2
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0040283	SMC1
FBgg0000081	SMC	STRUCTURAL MAINTENANCE OF CHROMOSOMES GENE FAMILY	FBgg0001576	ATPASE	FBgn0052438	SMC5
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0039053	CG6738
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0039051	CG17109
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0039052	CG6733
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0039050	CG17110
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0039049	CG6726
FBgg0001303	AMC	AMINOACYLASES	FBgg0001308	CNHLA	FBgn0037818	CG6465
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0039053	CG6738
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0039051	CG17109
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0039052	CG6733
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0039050	CG17110
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0039049	CG6726
FBgg0001303	AMC	AMINOACYLASES	FBgg0001523	M20	FBgn0037818	CG6465
FBgg0001329	MANT-U	UNCLASSIFIED MANNOSYLTRANSFERASES	FBgg0001296	MANT	FBgn0001404	egh
FBgg0001329	MANT-U	UNCLASSIFIED MANNOSYLTRANSFERASES	FBgg0001296	MANT	FBgn0030946	CG6659
FBgg0001329	MANT-U	UNCLASSIFIED MANNOSYLTRANSFERASES	FBgg0001296	MANT	FBgn0032799	Dpm1
FBgg0001480	ERNASE	ENDORIBONUCLEASES	FBgg0001471	RNASE		
FBgg0000495	KCA	SK AND SLO FAMILY POTASSIUM CHANNEL SUBUNITS	FBgg0000512	KCN	FBgn0261698	SLO2
FBgg0000495	KCA	SK AND SLO FAMILY POTASSIUM CHANNEL SUBUNITS	FBgg0000512	KCN	FBgn0029761	SK
FBgg0000495	KCA	SK AND SLO FAMILY POTASSIUM CHANNEL SUBUNITS	FBgg0000512	KCN	FBgn0003429	slo
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0015929	dpa
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0017577	Mcm5
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0284442	Mcm3
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0014861	Mcm2
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0020633	Mcm7
FBgg0001614	MCM2-7	MCM2-7 COMPLEX	FBgg0001583	MCM	FBgn0025815	Mcm6
FBgg0000655	NAA	N-TERMINAL ACETYLTRANSFERASE SUBUNITS				
FBgg0000340	RABGEF	RAB GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF		
FBgg0001753	SUMO	SUMO PROTEINS	FBgg0001751	UBL	FBgn0264922	Sumo
FBgg0000662	SLC7	SLC7 FAMILY OF AMINO ACID TRANSPORTERS	FBgg0000686	SLC		
FBgg0000056	ITCSAP	INTRACELLULAR TRANSPORT COAT, SCAFFOLD AND ADAPTOR PROTEINS				
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0030354	Upf1
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0033889	CG6701
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0034187	Mov10
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0041164	armi
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0051368	CG31368
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0036451	Helz
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0035842	Setx
FBgg0001593	UPF1	UPF1-LIKE RNA HELICASES	FBgg0001589	RNAHEL	FBgn0039165	CG6204
FBgg0000829	COLYA	CARBON-OXYGEN LYASES	FBgg0000808	LYA		
FBgg0000219	DYRK	DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASES	FBgg0000226	CMGC	FBgn0016930	Dyrk2
FBgg0000219	DYRK	DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASES	FBgg0000226	CMGC	FBgn0027587	Prp4k
FBgg0000219	DYRK	DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASES	FBgg0000226	CMGC	FBgn0027101	Dyrk3
FBgg0000219	DYRK	DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASES	FBgg0000226	CMGC	FBgn0259168	mnb
FBgg0000219	DYRK	DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASES	FBgg0000226	CMGC	FBgn0035142	Hipk
FBgg0000466	GARP	GOLGI-ASSOCIATED RETROGRADE PROTEIN COMPLEX	FBgg0000051	CATCHR		
FBgg0001726	PAF1C	RNA POLYMERASE-ASSOCIATED FACTOR 1 COMPLEX	FBgg0001725	TEFC	FBgn0034722	Rtf1
FBgg0001726	PAF1C	RNA POLYMERASE-ASSOCIATED FACTOR 1 COMPLEX	FBgg0001725	TEFC	FBgn0035205	Ctr9
FBgg0001726	PAF1C	RNA POLYMERASE-ASSOCIATED FACTOR 1 COMPLEX	FBgg0001725	TEFC	FBgn0019637	Atu
FBgg0001726	PAF1C	RNA POLYMERASE-ASSOCIATED FACTOR 1 COMPLEX	FBgg0001725	TEFC	FBgn0010750	atms
FBgg0001726	PAF1C	RNA POLYMERASE-ASSOCIATED FACTOR 1 COMPLEX	FBgg0001725	TEFC	FBgn0037657	hyx
FBgg0000161	AP2	ADAPTOR PROTEIN COMPLEX 2	FBgg0000151	AP	FBgn0010380	AP-1-2beta
FBgg0000161	AP2	ADAPTOR PROTEIN COMPLEX 2	FBgg0000151	AP	FBgn0043012	AP-2sigma
FBgg0000161	AP2	ADAPTOR PROTEIN COMPLEX 2	FBgg0000151	AP	FBgn0263351	AP-2mu
FBgg0000161	AP2	ADAPTOR PROTEIN COMPLEX 2	FBgg0000151	AP	FBgn0264855	AP-2alpha
FBgg0001009	OXRS	SULFUR GROUP OXIDOREDUCTASES	FBgg0000923	OXR		
FBgg0000828	FECH	FERROCHELATASES	FBgg0000808	LYA	FBgn0266268	FeCH
FBgg0000238	STE20	STE20 KINASES	FBgg0000243	STE		
FBgg0001392	GPPD	GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASES	FBgg0001391	PDH	FBgn0031566	CG2818
FBgg0001392	GPPD	GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASES	FBgg0001391	PDH	FBgn0038008	CG3942
FBgg0001392	GPPD	GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASES	FBgg0001391	PDH	FBgn0036836	CG11619
FBgg0001392	GPPD	GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASES	FBgg0001391	PDH	FBgn0036837	CG18135
FBgg0001392	GPPD	GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASES	FBgg0001391	PDH	FBgn0034588	CG9394
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0283434	SdicC
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0053499	Sdic4
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0283433	SdicB
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0283432	SdicA
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0053497	Sdic2
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0052823	Sdic3
FBgg0000389	SDIC	SPERM-SPECIFIC DYNEIN INTERMEDIATE CHAINS	FBgg0000384	DYN-IC	FBgn0067861	Sdic1
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0038641	ChT
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0051262	CG31262
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0053124	CG33124
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0039872	salt
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0039873	Smvt
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0051668	CG31668
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0031998	SLC5A11
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0038652	CG7720
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0037895	bumpel
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0052669	CG32669
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0029950	rumpel
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0035293	CG5687
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0034494	CG10444
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0250757	kumpel
FBgg0000681	SLC5	SLC5 FAMILY OF SODIUM/GLUCOSE CO-TRANSPORTER TRANSPORTERS	FBgg0000686	SLC	FBgn0017448	CG2187
FBgg0001275	CKS	CREATINE KINASES	FBgg0001142	KIN	FBgn0050274	CG30274
FBgg0001275	CKS	CREATINE KINASES	FBgg0001142	KIN	FBgn0038373	CG4546
FBgg0001275	CKS	CREATINE KINASES	FBgg0001142	KIN	FBgn0035957	Argk2
FBgg0001275	CKS	CREATINE KINASES	FBgg0001142	KIN	FBgn0000116	Argk1
FBgg0000630	HPF	HISTONE MRNA 3' END PROCESSING FACTORS				
FBgg0000401	TRNA-C-HIS	CYTOSOLIC HISTIDINE TRANSFER RNAS	FBgg0000367	TRNA-C		
FBgg0000457	TRNA-C-VAL-TAC	CYTOSOLIC VALINE-TAC TRANSFER RNAS	FBgg0000413	TRNA-C-VAL	FBgn0052421	tRNA:Val-TAC-1-2
FBgg0000457	TRNA-C-VAL-TAC	CYTOSOLIC VALINE-TAC TRANSFER RNAS	FBgg0000413	TRNA-C-VAL	FBgn0052420	tRNA:Val-TAC-1-1
FBgg0000182	E3-TRIM	TRIM UBIQUITIN LIGASES	FBgg0001192	E3-RING	FBgn0023097	bon
FBgg0000182	E3-TRIM	TRIM UBIQUITIN LIGASES	FBgg0001192	E3-RING	FBgn0026206	mei-P26
FBgg0000182	E3-TRIM	TRIM UBIQUITIN LIGASES	FBgg0001192	E3-RING	FBgn0031999	CG8419
FBgg0000182	E3-TRIM	TRIM UBIQUITIN LIGASES	FBgg0001192	E3-RING	FBgn0051721	Trim9
FBgg0000182	E3-TRIM	TRIM UBIQUITIN LIGASES	FBgg0001192	E3-RING	FBgn0265356	tn
FBgg0000634	IPK	INOSITOL PHOSPHATE KINASES	FBgg0001142	KIN	FBgn0050295	Ipk1
FBgg0000634	IPK	INOSITOL PHOSPHATE KINASES	FBgg0001142	KIN	FBgn0031267	Ipk2
FBgg0000634	IPK	INOSITOL PHOSPHATE KINASES	FBgg0001142	KIN	FBgn0283680	IP3K2
FBgg0000634	IPK	INOSITOL PHOSPHATE KINASES	FBgg0001142	KIN	FBgn0032147	IP3K1
FBgg0000634	IPK	INOSITOL PHOSPHATE KINASES	FBgg0001142	KIN	FBgn0034644	Ip6k
FBgg0000697	SLC33	SLC33 ACETYL-COA TRANSPORTERS	FBgg0000686	SLC	FBgn0036662	CG9706
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0038458	VhaM9.7-d
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0035521	VhaM9.7-a
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0038613	Vha100-4
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028663	VhaM9.7-b
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0039058	VhaAC39-2
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028668	Vha16-2
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028671	Vha100-1
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028662	VhaPPA1-1
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028669	Vha100-3
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028670	Vha100-2
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0262514	VhaPPA1-2
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0032373	Vha100-5
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028667	Vha16-3
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0032294	Vha16-5
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0028664	VhaM9.7-c
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0262513	Vha16-4
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0262736	Vha16-1
FBgg0000189	VHA-V0	VACUOLAR ATPASE V0 DOMAIN SUBUNITS	FBgg0000111	VHA	FBgn0285910	VhaAC39-1
FBgg0001067	DSL	NOTCH LIGANDS	FBgg0001105	RLIG	FBgn0051665	wry
FBgg0001067	DSL	NOTCH LIGANDS	FBgg0001105	RLIG	FBgn0004197	Ser
FBgg0001067	DSL	NOTCH LIGANDS	FBgg0001105	RLIG	FBgn0000463	Delta
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0004368	Ptp4E
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0004369	Ptp99A
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0014007	Ptp69D
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0004370	Ptp10D
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0000464	Lar
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0034085	Ptp52F
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0001106	TM-R	FBgn0259227	CG42327
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0004368	Ptp4E
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0004369	Ptp99A
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0014007	Ptp69D
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0004370	Ptp10D
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0000464	Lar
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0034085	Ptp52F
FBgg0000257	RPTP	RECEPTOR PROTEIN TYROSINE PHOSPHATASES	FBgg0000260	PTP	FBgn0259227	CG42327
FBgg0001115	TTSEC	SELENIUM-CONTAINING GROUP TRANSFERASES	FBgg0001226	TRFS	FBgn0037347	SecS
FBgg0000673	SLC24	SLC24 FAMILY OF POTASSIUM-DEPENDENT SODIUM/CALCIUM EXCHANGERS	FBgg0000686	SLC	FBgn0040031	CG12061
FBgg0000673	SLC24	SLC24 FAMILY OF POTASSIUM-DEPENDENT SODIUM/CALCIUM EXCHANGERS	FBgg0000686	SLC	FBgn0039941	CG17167
FBgg0000673	SLC24	SLC24 FAMILY OF POTASSIUM-DEPENDENT SODIUM/CALCIUM EXCHANGERS	FBgg0000686	SLC	FBgn0028704	Nckx30C
FBgg0000673	SLC24	SLC24 FAMILY OF POTASSIUM-DEPENDENT SODIUM/CALCIUM EXCHANGERS	FBgg0000686	SLC	FBgn0265767	zyd
FBgg0000673	SLC24	SLC24 FAMILY OF POTASSIUM-DEPENDENT SODIUM/CALCIUM EXCHANGERS	FBgg0000686	SLC	FBgn0037238	CG1090
FBgg0000702	MTC	M6A METHYLTRANSFERASE COMPLEX			FBgn0003977	vir
FBgg0000702	MTC	M6A METHYLTRANSFERASE COMPLEX			FBgn0027548	nito
